timestamp,part_id,machine_id,tool_id,shift,batch_id,measurement,lower_tol,upper_tol,result,defect_type
2024-03-10 08:23:30,P10047,M3,T4,C,B23,25.01057122226219,24.98,25.02,PASS,
2024-03-10 08:24:00,P10048,M4,T5,B,B21,25.003436182895683,24.98,25.02,PASS,
2024-03-10 08:24:30,P10049,M2,T2,A,B23,24.982369598446372,24.98,25.02,PASS,
2024-03-10 08:25:00,P10050,M1,T5,C,B22,25.003240839693948,24.98,25.02,PASS,
2024-03-10 08:25:30,P10051,M5,T2,A,B21,24.996149177195836,24.98,25.02,PASS,
2024-03-10 08:26:00,P10052,M1,T2,A,B21,24.99323077999694,24.98,25.02,PASS,
2024-03-10 08:26:30,P10053,M3,T1,C,B22,25.006116762888407,24.98,25.02,PASS,
2024-03-10 08:27:00,P10054,M3,T6,B,B22,25.010309995224958,24.98,25.02,PASS,
2024-03-10 08:27:30,P10055,M5,T2,C,B24,25.00931280119116,24.98,25.02,PASS,
2024-03-10 08:28:00,P10056,M2,T4,B,B22,24.991607824767772,24.98,25.02,PASS,
2024-03-10 08:28:30,P10057,M1,T1,C,B24,24.996907876241487,24.98,25.02,PASS,
2024-03-10 08:29:00,P10058,M3,T4,B,B24,25.003312634314035,24.98,25.02,PASS,
2024-03-10 08:29:30,P10059,M1,T6,C,B21,25.009755451271225,24.98,25.02,PASS,
2024-03-10 08:30:00,P10060,M1,T4,C,B23,24.99520825762155,24.98,25.02,PASS,
2024-03-10 08:30:30,P10061,M1,T2,A,B22,24.99814341023336,24.98,25.02,PASS,
2024-03-10 08:31:00,P10062,M5,T4,A,B24,24.98893665025994,24.98,25.02,PASS,
2024-03-10 08:31:30,P10063,M2,T3,B,B22,24.988037933759195,24.98,25.02,PASS,
2024-03-10 08:32:00,P10064,M1,T4,C,B21,25.00812525822394,24.98,25.02,PASS,
2024-03-10 08:32:30,P10065,M1,T6,C,B21,25.013562400285707,24.98,25.02,PASS,
2024-03-10 08:33:00,P10066,M1,T2,A,B24,24.999279898784195,24.98,25.02,PASS,
2024-03-10 08:33:30,P10067,M4,T4,A,B24,25.01003532897892,24.98,25.02,PASS,
2024-03-10 08:34:00,P10068,M1,T2,B,B21,25.003616360250476,24.98,25.02,PASS,
2024-03-10 08:34:30,P10069,M4,T3,B,B23,24.993548802453947,24.98,25.02,PASS,
2024-03-10 08:35:00,P10070,M4,T6,C,B24,25.003613956055084,24.98,25.02,PASS,
2024-03-10 08:35:30,P10071,M2,T2,B,B22,25.015380365664658,24.98,25.02,PASS,
2024-03-10 08:36:00,P10072,M1,T5,C,B21,24.9996417396089,24.98,25.02,PASS,
2024-03-10 08:36:30,P10073,M3,T1,A,B24,25.01564643655814,24.98,25.02,PASS,
2024-03-10 08:37:00,P10074,M5,T5,A,B21,24.973802548959103,24.98,25.02,FAIL,diameter_low
2024-03-10 08:37:30,P10075,M5,T1,A,B21,25.00821902504375,24.98,25.02,PASS,
2024-03-10 08:38:00,P10076,M5,T1,C,B22,25.000870470682383,24.98,25.02,PASS,
2024-03-10 08:38:30,P10077,M4,T1,C,B22,24.99700992649534,24.98,25.02,PASS,
2024-03-10 08:39:00,P10078,M5,T5,A,B21,25.000917607765356,24.98,25.02,PASS,
2024-03-10 08:39:30,P10079,M4,T6,C,B23,24.98012431085399,24.98,25.02,PASS,
2024-03-10 08:40:00,P10080,M3,T2,C,B23,25.04357112571512,24.98,25.02,FAIL,diameter_high
2024-03-10 08:40:30,P10081,M2,T3,B,B22,25.014778940447414,24.98,25.02,PASS,
2024-03-10 08:41:00,P10082,M3,T4,B,B21,24.994817297817264,24.98,25.02,PASS,
2024-03-10 08:41:30,P10083,M1,T4,C,B21,24.991915063971067,24.98,25.02,PASS,
2024-03-10 08:42:00,P10084,M1,T5,A,B23,24.994982429564153,24.98,25.02,PASS,
2024-03-10 08:42:30,P10085,M2,T3,A,B22,25.00915402117702,24.98,25.02,PASS,
2024-03-10 08:43:00,P10086,M3,T3,A,B24,25.003287511096598,24.98,25.02,PASS,
2024-03-10 08:43:30,P10087,M5,T6,B,B21,24.994702397962328,24.98,25.02,PASS,
2024-03-10 08:44:00,P10088,M5,T3,C,B21,25.005132674331133,24.98,25.02,PASS,
2024-03-10 08:44:30,P10089,M2,T3,A,B21,25.00097077549348,24.98,25.02,PASS,
2024-03-10 08:45:00,P10090,M5,T2,B,B23,25.009686449905328,24.98,25.02,PASS,
2024-03-10 08:45:30,P10091,M5,T2,C,B23,24.992979469061225,24.98,25.02,PASS,
2024-03-10 08:46:00,P10092,M2,T6,C,B23,24.99672337853402,24.98,25.02,PASS,
2024-03-10 08:46:30,P10093,M5,T4,B,B21,24.99607891846868,24.98,25.02,PASS,
2024-03-10 08:47:00,P10094,M1,T6,B,B23,24.98536485051868,24.98,25.02,PASS,
2024-03-10 08:47:30,P10095,M1,T1,B,B22,25.002961202770646,24.98,25.02,PASS,
2024-03-10 08:48:00,P10096,M3,T2,C,B24,25.040051134566422,24.98,25.02,FAIL,diameter_high
2024-03-10 08:48:30,P10097,M5,T6,B,B21,24.997654128666248,24.98,25.02,PASS,
2024-03-10 08:49:00,P10098,M1,T1,C,B22,24.985846292579495,24.98,25.02,PASS,
2024-03-10 08:49:30,P10099,M5,T1,B,B22,24.995793546772347,24.98,25.02,PASS,
2024-03-10 08:50:00,P10100,M4,T2,A,B23,24.99657285483473,24.98,25.02,PASS,
2024-03-10 08:50:30,P10101,M3,T1,B,B22,24.991977227307785,24.98,25.02,PASS,
2024-03-10 08:51:00,P10102,M2,T6,A,B23,24.998387142883338,24.98,25.02,PASS,
2024-03-10 08:51:30,P10103,M5,T4,C,B22,25.004040508568146,24.98,25.02,PASS,
2024-03-10 08:52:00,P10104,M2,T2,A,B24,25.018861859012105,24.98,25.02,PASS,
2024-03-10 08:52:30,P10105,M1,T2,C,B23,25.001745778128317,24.98,25.02,PASS,
2024-03-10 08:53:00,P10106,M4,T6,C,B22,25.002575503907227,24.98,25.02,PASS,
2024-03-10 08:53:30,P10107,M3,T2,C,B21,25.020812287847008,24.98,25.02,FAIL,diameter_high
2024-03-10 08:54:00,P10108,M4,T1,B,B22,24.999734861245507,24.98,25.02,PASS,
2024-03-10 08:54:30,P10109,M2,T4,B,B23,25.00060230209941,24.98,25.02,PASS,
2024-03-10 08:55:00,P10110,M2,T2,A,B22,25.024632421124853,24.98,25.02,FAIL,diameter_high
2024-03-10 08:55:30,P10111,M4,T3,B,B21,24.99807639035219,24.98,25.02,PASS,
2024-03-10 08:56:00,P10112,M3,T3,C,B24,25.003015473423336,24.98,25.02,PASS,
2024-03-10 08:56:30,P10113,M5,T3,A,B21,24.999652882302946,24.98,25.02,PASS,
2024-03-10 08:57:00,P10114,M3,T2,C,B23,25.05142822814515,24.98,25.02,FAIL,diameter_high
2024-03-10 08:57:30,P10115,M1,T1,C,B24,25.00751933032687,24.98,25.02,PASS,
2024-03-10 08:58:00,P10116,M3,T6,B,B24,25.00791031947043,24.98,25.02,PASS,
2024-03-10 08:58:30,P10117,M5,T5,A,B24,24.990906125452053,24.98,25.02,PASS,
2024-03-10 08:59:00,P10118,M5,T2,B,B21,25.01402794310936,24.98,25.02,PASS,
2024-03-10 08:59:30,P10119,M4,T1,C,B22,24.985981489372076,24.98,25.02,PASS,
2024-03-10 09:00:00,P10120,M3,T4,A,B23,25.005868570938002,24.98,25.02,PASS,
2024-03-10 09:00:30,P10121,M5,T3,C,B21,25.0219045562581,24.98,25.02,FAIL,diameter_high
2024-03-10 09:01:00,P10122,M3,T5,B,B24,24.990094636748694,24.98,25.02,PASS,
2024-03-10 09:01:30,P10123,M3,T4,C,B23,24.994337022703974,24.98,25.02,PASS,
2024-03-10 09:02:00,P10124,M5,T2,A,B24,25.000996513650875,24.98,25.02,PASS,
2024-03-10 09:02:30,P10125,M4,T6,C,B22,24.99496524345884,24.98,25.02,PASS,
2024-03-10 09:03:00,P10126,M5,T5,B,B24,24.98449336568934,24.98,25.02,PASS,
2024-03-10 09:03:30,P10127,M5,T1,B,B23,25.00068562974806,24.98,25.02,PASS,
2024-03-10 09:04:00,P10128,M2,T4,C,B23,24.98937696286274,24.98,25.02,PASS,
2024-03-10 09:04:30,P10129,M4,T4,B,B22,25.004735924306353,24.98,25.02,PASS,
2024-03-10 09:05:00,P10130,M5,T4,C,B22,24.99080575765766,24.98,25.02,PASS,
2024-03-10 09:05:30,P10131,M1,T3,C,B23,25.015499344050177,24.98,25.02,PASS,
2024-03-10 09:06:00,P10132,M1,T2,C,B23,24.992167467076637,24.98,25.02,PASS,
2024-03-10 09:06:30,P10133,M2,T2,A,B21,24.996779384837943,24.98,25.02,PASS,
2024-03-10 09:07:00,P10134,M1,T2,B,B21,25.008135172173695,24.98,25.02,PASS,
2024-03-10 09:07:30,P10135,M4,T4,C,B22,24.98769135683566,24.98,25.02,PASS,
2024-03-10 09:08:00,P10136,M4,T4,B,B22,25.00227459934604,24.98,25.02,PASS,
2024-03-10 09:08:30,P10137,M2,T6,C,B21,25.013071427542823,24.98,25.02,PASS,
2024-03-10 09:09:00,P10138,M1,T4,A,B22,24.983925167654387,24.98,25.02,PASS,
2024-03-10 09:09:30,P10139,M5,T4,A,B22,25.001846338585324,24.98,25.02,PASS,
2024-03-10 09:10:00,P10140,M1,T4,A,B24,25.002598827942485,24.98,25.02,PASS,
2024-03-10 09:10:30,P10141,M5,T5,C,B23,25.007818228717774,24.98,25.02,PASS,
2024-03-10 09:11:00,P10142,M4,T5,C,B24,24.98763049289122,24.98,25.02,PASS,
2024-03-10 09:11:30,P10143,M5,T4,A,B24,24.98679543386916,24.98,25.02,PASS,
2024-03-10 09:12:00,P10144,M4,T3,A,B23,25.005219415656168,24.98,25.02,PASS,
2024-03-10 09:12:30,P10145,M5,T4,C,B22,25.00296984673233,24.98,25.02,PASS,
2024-03-10 09:13:00,P10146,M3,T4,A,B23,25.00250492850346,24.98,25.02,PASS,
2024-03-10 09:13:30,P10147,M2,T3,B,B23,25.00346448209497,24.98,25.02,PASS,
2024-03-10 09:14:00,P10148,M5,T1,A,B22,24.993199752784214,24.98,25.02,PASS,
2024-03-10 09:14:30,P10149,M2,T4,C,B22,25.00232253697161,24.98,25.02,PASS,
2024-03-10 09:15:00,P10150,M2,T1,B,B24,25.002930724732987,24.98,25.02,PASS,
2024-03-10 09:15:30,P10151,M3,T5,B,B24,24.992856485819736,24.98,25.02,PASS,
2024-03-10 09:16:00,P10152,M1,T2,B,B24,25.018657745111447,24.98,25.02,PASS,
2024-03-10 09:16:30,P10153,M5,T6,A,B24,25.00473832920912,24.98,25.02,PASS,
2024-03-10 09:17:00,P10154,M4,T1,B,B23,24.988086965027975,24.98,25.02,PASS,
2024-03-10 09:17:30,P10155,M4,T4,C,B22,25.006565536086338,24.98,25.02,PASS,
2024-03-10 09:18:00,P10156,M4,T2,B,B24,24.990253183297728,24.98,25.02,PASS,
2024-03-10 09:18:30,P10157,M4,T1,B,B23,25.007870846037424,24.98,25.02,PASS,
2024-03-10 09:19:00,P10158,M4,T6,A,B24,25.011585955790075,24.98,25.02,PASS,
2024-03-10 09:19:30,P10159,M2,T5,C,B21,24.991793176816483,24.98,25.02,PASS,
2024-03-10 09:20:00,P10160,M4,T5,C,B21,25.00963376129244,24.98,25.02,PASS,
2024-03-10 09:20:30,P10161,M1,T6,B,B22,25.004127809269367,24.98,25.02,PASS,
2024-03-10 09:21:00,P10162,M4,T2,A,B23,25.008220601599945,24.98,25.02,PASS,
2024-03-10 09:21:30,P10163,M4,T3,A,B24,25.01896792982654,24.98,25.02,PASS,
2024-03-10 09:22:00,P10164,M3,T3,B,B23,24.99754611883997,24.98,25.02,PASS,
2024-03-10 09:22:30,P10165,M4,T3,A,B24,24.992462638356425,24.98,25.02,PASS,
2024-03-10 09:23:00,P10166,M1,T6,C,B21,24.991104855703746,24.98,25.02,PASS,
2024-03-10 09:23:30,P10167,M3,T2,C,B21,25.039228982905858,24.98,25.02,FAIL,diameter_high
2024-03-10 09:24:00,P10168,M1,T1,A,B22,25.003411519748166,24.98,25.02,PASS,
2024-03-10 09:24:30,P10169,M1,T5,A,B22,25.0027669079933,24.98,25.02,PASS,
2024-03-10 09:25:00,P10170,M2,T4,C,B21,25.00827183249036,24.98,25.02,PASS,
2024-03-10 09:25:30,P10171,M5,T2,B,B23,25.000130018918778,24.98,25.02,PASS,
2024-03-10 09:26:00,P10172,M3,T2,C,B21,25.03735343166762,24.98,25.02,FAIL,diameter_high
2024-03-10 09:26:30,P10173,M2,T3,A,B21,25.027201691665898,24.98,25.02,FAIL,diameter_high
2024-03-10 09:27:00,P10174,M3,T5,C,B24,25.00625667347765,24.98,25.02,PASS,
2024-03-10 09:27:30,P10175,M4,T6,A,B21,24.99142842443584,24.98,25.02,PASS,
2024-03-10 09:28:00,P10176,M5,T6,C,B22,24.989291075019388,24.98,25.02,PASS,
2024-03-10 09:28:30,P10177,M1,T6,B,B21,25.00482472415243,24.98,25.02,PASS,
2024-03-10 09:29:00,P10178,M5,T1,B,B24,24.99776537214674,24.98,25.02,PASS,
2024-03-10 09:29:30,P10179,M3,T1,C,B23,25.007140004940922,24.98,25.02,PASS,
2024-03-10 09:30:00,P10180,M1,T4,B,B21,25.004732376245734,24.98,25.02,PASS,
2024-03-10 09:30:30,P10181,M4,T3,C,B24,24.99927171087343,24.98,25.02,PASS,
2024-03-10 09:31:00,P10182,M2,T4,A,B23,24.991532062819317,24.98,25.02,PASS,
2024-03-10 09:31:30,P10183,M5,T5,B,B24,24.98485152775314,24.98,25.02,PASS,
2024-03-10 09:32:00,P10184,M4,T6,C,B23,24.99553485047933,24.98,25.02,PASS,
2024-03-10 09:32:30,P10185,M3,T2,A,B23,25.0421409374413,24.98,25.02,FAIL,diameter_high
2024-03-10 09:33:00,P10186,M4,T2,B,B24,24.98754261221288,24.98,25.02,PASS,
2024-03-10 09:33:30,P10187,M3,T1,B,B23,25.001731809258512,24.98,25.02,PASS,
2024-03-10 09:34:00,P10188,M2,T4,A,B23,25.00385317379729,24.98,25.02,PASS,
2024-03-10 09:34:30,P10189,M3,T3,B,B23,24.991161425637987,24.98,25.02,PASS,
2024-03-10 09:35:00,P10190,M5,T1,C,B22,25.001537251059457,24.98,25.02,PASS,
2024-03-10 09:35:30,P10191,M1,T2,C,B24,25.00058208718446,24.98,25.02,PASS,
2024-03-10 09:36:00,P10192,M4,T5,A,B24,24.988570297021695,24.98,25.02,PASS,
2024-03-10 09:36:30,P10193,M4,T4,A,B21,25.003577873603483,24.98,25.02,PASS,
2024-03-10 09:37:00,P10194,M3,T2,B,B22,25.05083051243175,24.98,25.02,FAIL,diameter_high
2024-03-10 09:37:30,P10195,M3,T6,C,B23,25.01053802052035,24.98,25.02,PASS,
2024-03-10 09:38:00,P10196,M4,T5,C,B23,24.98622330632043,24.98,25.02,PASS,
2024-03-10 09:38:30,P10197,M4,T6,C,B23,24.990621749600848,24.98,25.02,PASS,
2024-03-10 09:39:00,P10198,M3,T6,B,B23,25.005150352672086,24.98,25.02,PASS,
2024-03-10 09:39:30,P10199,M3,T3,A,B21,25.005137859509123,24.98,25.02,PASS,
2024-03-10 09:40:00,P10200,M2,T3,A,B22,25.00515047686306,24.98,25.02,PASS,
2024-03-10 09:40:30,P10201,M2,T2,C,B24,25.038527314906545,24.98,25.02,FAIL,diameter_high
2024-03-10 09:41:00,P10202,M3,T6,C,B23,25.005708905106932,24.98,25.02,PASS,
2024-03-10 09:41:30,P10203,M1,T2,B,B22,25.011355656401808,24.98,25.02,PASS,
2024-03-10 09:42:00,P10204,M3,T2,B,B21,25.046513912513056,24.98,25.02,FAIL,diameter_high
2024-03-10 09:42:30,P10205,M5,T2,B,B21,24.996847307553598,24.98,25.02,PASS,
2024-03-10 09:43:00,P10206,M1,T5,B,B22,25.00758969220493,24.98,25.02,PASS,
2024-03-10 09:43:30,P10207,M4,T1,A,B23,24.992271747854623,24.98,25.02,PASS,
2024-03-10 09:44:00,P10208,M4,T4,B,B23,24.9976318139326,24.98,25.02,PASS,
2024-03-10 09:44:30,P10209,M2,T1,B,B24,24.99514636452171,24.98,25.02,PASS,
2024-03-10 09:45:00,P10210,M1,T1,B,B24,25.000818741393864,24.98,25.02,PASS,
2024-03-10 09:45:30,P10211,M1,T5,C,B21,25.023146585666733,24.98,25.02,FAIL,diameter_high
2024-03-10 09:46:00,P10212,M2,T2,C,B23,24.981327348074082,24.98,25.02,PASS,
2024-03-10 09:46:30,P10213,M1,T2,A,B24,25.006862601903745,24.98,25.02,PASS,
2024-03-10 09:47:00,P10214,M5,T5,C,B22,24.983872841288104,24.98,25.02,PASS,
2024-03-10 09:47:30,P10215,M5,T4,B,B24,24.995280681342106,24.98,25.02,PASS,
2024-03-10 09:48:00,P10216,M3,T5,B,B23,25.010889505969672,24.98,25.02,PASS,
2024-03-10 09:48:30,P10217,M5,T5,A,B21,25.000642800190956,24.98,25.02,PASS,
2024-03-10 09:49:00,P10218,M2,T6,A,B23,24.989222552220706,24.98,25.02,PASS,
2024-03-10 09:49:30,P10219,M1,T2,A,B22,24.9928469629074,24.98,25.02,PASS,
2024-03-10 09:50:00,P10220,M5,T1,A,B21,25.006795977489347,24.98,25.02,PASS,
2024-03-10 09:50:30,P10221,M4,T4,C,B24,24.99269633368283,24.98,25.02,PASS,
2024-03-10 09:51:00,P10222,M3,T1,A,B23,25.00216458589582,24.98,25.02,PASS,
2024-03-10 09:51:30,P10223,M3,T6,B,B21,25.00045571839904,24.98,25.02,PASS,
2024-03-10 09:52:00,P10224,M2,T3,C,B22,24.993483996523942,24.98,25.02,PASS,
2024-03-10 09:52:30,P10225,M4,T1,C,B22,25.021439440893253,24.98,25.02,FAIL,diameter_high
2024-03-10 09:53:00,P10226,M2,T3,A,B21,25.00633919022318,24.98,25.02,PASS,
2024-03-10 09:53:30,P10227,M1,T2,B,B23,24.979748574133424,24.98,25.02,FAIL,diameter_low
2024-03-10 09:54:00,P10228,M4,T1,B,B23,25.001864543147693,24.98,25.02,PASS,
2024-03-10 09:54:30,P10229,M4,T3,C,B24,24.993382135352316,24.98,25.02,PASS,
2024-03-10 09:55:00,P10230,M4,T1,C,B21,25.008524333347964,24.98,25.02,PASS,
2024-03-10 09:55:30,P10231,M4,T6,B,B23,24.99207479261567,24.98,25.02,PASS,
2024-03-10 09:56:00,P10232,M1,T1,A,B21,24.99885263558533,24.98,25.02,PASS,
2024-03-10 09:56:30,P10233,M3,T5,A,B22,25.005049872789805,24.98,25.02,PASS,
2024-03-10 09:57:00,P10234,M4,T5,C,B24,25.008657551941702,24.98,25.02,PASS,
2024-03-10 09:57:30,P10235,M3,T2,C,B24,25.03665498764159,24.98,25.02,FAIL,diameter_high
2024-03-10 09:58:00,P10236,M4,T1,B,B23,24.99525054688839,24.98,25.02,PASS,
2024-03-10 09:58:30,P10237,M4,T3,B,B21,24.993466707674262,24.98,25.02,PASS,
2024-03-10 09:59:00,P10238,M2,T3,B,B24,25.017654542402813,24.98,25.02,PASS,
2024-03-10 09:59:30,P10239,M3,T6,B,B21,25.00404981710961,24.98,25.02,PASS,
2024-03-10 10:00:00,P10240,M4,T1,B,B23,24.98739116045665,24.98,25.02,PASS,
2024-03-10 10:00:30,P10241,M3,T1,B,B21,25.009178619470546,24.98,25.02,PASS,
2024-03-10 10:01:00,P10242,M5,T4,B,B21,25.021221561970126,24.98,25.02,FAIL,diameter_high
2024-03-10 10:01:30,P10243,M2,T5,B,B24,25.01032465260551,24.98,25.02,PASS,
2024-03-10 10:02:00,P10244,M4,T1,A,B23,24.98480630034046,24.98,25.02,PASS,
2024-03-10 10:02:30,P10245,M5,T2,B,B24,24.99515765927134,24.98,25.02,PASS,
2024-03-10 10:03:00,P10246,M4,T1,A,B22,25.012669111491867,24.98,25.02,PASS,
2024-03-10 10:03:30,P10247,M2,T3,C,B21,24.992923305343812,24.98,25.02,PASS,
2024-03-10 10:04:00,P10248,M5,T4,A,B22,25.004438194281462,24.98,25.02,PASS,
2024-03-10 10:04:30,P10249,M1,T4,A,B22,25.007746340534293,24.98,25.02,PASS,
2024-03-10 10:05:00,P10250,M4,T6,B,B23,24.99073069528422,24.98,25.02,PASS,
2024-03-10 10:05:30,P10251,M4,T4,B,B22,24.99940474643938,24.98,25.02,PASS,
2024-03-10 10:06:00,P10252,M4,T5,A,B24,24.967587326599308,24.98,25.02,FAIL,diameter_low
2024-03-10 10:06:30,P10253,M2,T5,C,B22,24.989756123586655,24.98,25.02,PASS,
2024-03-10 10:07:00,P10254,M1,T3,B,B23,24.99747431848607,24.98,25.02,PASS,
2024-03-10 10:07:30,P10255,M5,T3,A,B23,24.98752216818035,24.98,25.02,PASS,
2024-03-10 10:08:00,P10256,M3,T5,C,B24,25.016324113039317,24.98,25.02,PASS,
2024-03-10 10:08:30,P10257,M2,T4,C,B24,24.985698586220394,24.98,25.02,PASS,
2024-03-10 10:09:00,P10258,M3,T3,C,B24,24.99559955513303,24.98,25.02,PASS,
2024-03-10 10:09:30,P10259,M4,T3,A,B22,25.00130740577286,24.98,25.02,PASS,
2024-03-10 10:10:00,P10260,M5,T4,A,B24,25.014412732890662,24.98,25.02,PASS,
2024-03-10 10:10:30,P10261,M1,T3,C,B24,24.985641378488207,24.98,25.02,PASS,
2024-03-10 10:11:00,P10262,M4,T4,C,B22,25.01163163752155,24.98,25.02,PASS,
2024-03-10 10:11:30,P10263,M4,T1,A,B23,25.000102330610197,24.98,25.02,PASS,
2024-03-10 10:12:00,P10264,M1,T4,A,B24,24.99018491348952,24.98,25.02,PASS,
2024-03-10 10:12:30,P10265,M1,T6,A,B24,25.004621034742634,24.98,25.02,PASS,
2024-03-10 10:13:00,P10266,M2,T1,B,B23,25.001990596955736,24.98,25.02,PASS,
2024-03-10 10:13:30,P10267,M3,T5,C,B24,24.993997831228413,24.98,25.02,PASS,
2024-03-10 10:14:00,P10268,M1,T3,C,B24,25.0006980208499,24.98,25.02,PASS,
2024-03-10 10:14:30,P10269,M3,T6,C,B24,24.99614686403138,24.98,25.02,PASS,
2024-03-10 10:15:00,P10270,M5,T1,C,B21,25.001135173452514,24.98,25.02,PASS,
2024-03-10 10:15:30,P10271,M2,T6,C,B23,25.00662130674521,24.98,25.02,PASS,
2024-03-10 10:16:00,P10272,M2,T6,A,B24,25.015860168161453,24.98,25.02,PASS,
2024-03-10 10:16:30,P10273,M1,T6,C,B21,24.98762184501173,24.98,25.02,PASS,
2024-03-10 10:17:00,P10274,M4,T2,C,B23,25.021330333746562,24.98,25.02,FAIL,diameter_high
2024-03-10 10:17:30,P10275,M1,T1,B,B21,24.980479122004773,24.98,25.02,PASS,
2024-03-10 10:18:00,P10276,M3,T3,B,B24,24.998482149049643,24.98,25.02,PASS,
2024-03-10 10:18:30,P10277,M2,T2,C,B24,25.005883172064845,24.98,25.02,PASS,
2024-03-10 10:19:00,P10278,M5,T6,A,B22,25.00280991867735,24.98,25.02,PASS,
2024-03-10 10:19:30,P10279,M2,T1,C,B24,24.993773004801795,24.98,25.02,PASS,
2024-03-10 10:20:00,P10280,M5,T6,A,B24,24.997918777496427,24.98,25.02,PASS,
